ID,Region,Industry Sector,Industry Category,Gas,Units,Magnitude,Amount
5057,Wellington,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,60.13
5058,Wellington,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,174.02
5059,Wellington,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,154.36
5060,Wellington,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,156.3
5061,Wellington,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,147.72
5062,Wellington,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,153.67
5063,Wellington,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,148.63
5064,Wellington,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,166.94
5065,Wellington,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,155.8
5066,Wellington,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,175.82
5067,Wellington,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,130.27
5068,Wellington,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,135.53
5069,Wellington,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,129.92
5070,Wellington,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,140.79
5071,Wellington,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,81.85
5072,Wellington,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,83.81
5073,Wellington,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,81.43
5074,Wellington,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,82.58
5075,Wellington,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,82.92
5076,Wellington,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,78.21
5077,Wellington,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,80.25
5078,Wellington,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,78.65
5079,Wellington,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,76.89
5080,Wellington,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,81.81
5081,Wellington,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,84.23
5082,Wellington,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,83.23
5083,Wellington,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,81.81
5084,Wellington,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,338.57
5085,Wellington,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,342.33
5086,Wellington,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,332.14
5087,Wellington,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,307.73
5088,Wellington,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,317.59
5089,Wellington,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,287.26
5090,Wellington,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,312.51
5091,Wellington,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,288.02
5092,Wellington,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,310.68
5093,Wellington,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,267.61
5094,Wellington,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,277.47
5095,Wellington,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,279.61
5096,Wellington,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,283.1
5097,Wellington,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2743.6
5098,Wellington,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2750.46
5099,Wellington,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2639.29
5100,Wellington,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2612.49
5101,Wellington,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2690.48
5102,Wellington,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2600.1
5103,Wellington,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2571.32
5104,Wellington,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2537.31
5105,Wellington,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2481.39
5106,Wellington,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2434.62
5107,Wellington,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2535.07
5108,Wellington,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2455.22
5109,Wellington,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2526.09
5110,Wellington,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3584.79
5111,Wellington,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1968
5112,Wellington,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1317.81
5113,Wellington,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,218.66
5114,Wellington,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,80.33
5115,Wellington,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3567.56
5116,Wellington,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1948.41
5117,Wellington,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1310.19
5118,Wellington,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,217.23
5119,Wellington,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,91.73
5120,Wellington,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3460.7
5121,Wellington,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1901.52
5122,Wellington,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1265.92
5123,Wellington,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,203.43
5124,Wellington,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,89.83
5125,Wellington,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3441.08
5126,Wellington,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1876.37
5127,Wellington,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1261.86
5128,Wellington,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,209.07
5129,Wellington,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,93.77
5130,Wellington,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3513.29
5131,Wellington,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1846.12
5132,Wellington,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1331.25
5133,Wellington,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,227.92
5134,Wellington,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,108
5135,Wellington,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3426.17
5136,Wellington,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1778.38
5137,Wellington,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1319.72
5138,Wellington,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,218.77
5139,Wellington,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,109.3
5140,Wellington,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3395.62
5141,Wellington,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1790.94
5142,Wellington,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1273.07
5143,Wellington,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,219.92
5144,Wellington,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,111.69
5145,Wellington,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3369.35
5146,Wellington,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1778.12
5147,Wellington,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1267.85
5148,Wellington,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,215.55
5149,Wellington,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,107.86
5150,Wellington,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3373.3
5151,Wellington,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1837.05
5152,Wellington,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1209.51
5153,Wellington,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,207.22
5154,Wellington,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,119.57
5155,Wellington,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3348.72
5156,Wellington,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1827.39
5157,Wellington,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1181.16
5158,Wellington,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,204.65
5159,Wellington,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,135.55
5160,Wellington,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3493.81
5161,Wellington,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1907.7
5162,Wellington,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1225.14
5163,Wellington,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,216.3
5164,Wellington,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,144.69
5165,Wellington,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3410.96
5166,Wellington,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1877.2
5167,Wellington,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1164.34
5168,Wellington,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,206.95
5169,Wellington,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,162.49
5170,Wellington,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3499.24
5171,Wellington,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1942.47
5172,Wellington,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1181.95
5173,Wellington,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,219.01
5174,Wellington,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,155.85
5175,Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,130.89
5176,Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,134.09
5177,Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,130.25
5178,Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,131.64
5179,Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,126.54
5180,Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,118.13
5181,Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,114.99
5182,Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,113.89
5183,Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,109.02
5184,Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,110.27
5185,Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,114.86
5186,Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,115.22
5187,Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,118.49
5188,Wellington,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,757.39
5189,Wellington,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,783.11
5190,Wellington,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,757.53
5191,Wellington,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,749.51
5192,Wellington,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,742.82
5193,Wellington,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,693.43
5194,Wellington,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,716.11
5195,Wellington,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,684.5
5196,Wellington,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,698.15
5197,Wellington,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,667.62
5198,Wellington,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,689.49
5199,Wellington,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,685.61
5200,Wellington,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,694.78
5201,Wellington,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1293.67
5202,Wellington,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1285.69
5203,Wellington,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1211.06
5204,Wellington,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1211.09
5205,Wellington,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1312.86
5206,Wellington,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1287.33
5207,Wellington,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1249.26
5208,Wellington,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1243.29
5209,Wellington,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1185.11
5210,Wellington,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1146.63
5211,Wellington,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1199.19
5212,Wellington,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1144.39
5213,Wellington,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1208.5
5214,Wellington,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,12.17
5215,Wellington,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,10.64
5216,Wellington,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,14.45
5217,Wellington,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,14.13
5218,Wellington,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,12.58
5219,Wellington,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,12.1
5220,Wellington,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,12.57
5221,Wellington,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,12.97
5222,Wellington,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,13.73
5223,Wellington,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,18.25
5224,Wellington,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,11.8
5225,Wellington,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,10.94
5226,Wellington,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,18.87
5227,Wellington,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,312.49
5228,Wellington,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,289.82
5229,Wellington,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,254.64
5230,Wellington,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,236.4
5231,Wellington,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,224.96
5232,Wellington,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,204.91
5233,Wellington,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,201.91
5234,Wellington,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,209.99
5235,Wellington,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,197.74
5236,Wellington,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,191.04
5237,Wellington,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,203.79
5238,Wellington,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,184.19
5239,Wellington,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,187.64
5240,Wellington,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,841.18
5241,Wellington,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,817.1
5242,Wellington,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,821.41
5243,Wellington,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,828.59
5244,Wellington,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,822.8
5245,Wellington,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,826.08
5246,Wellington,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,824.3
5247,Wellington,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,832.04
5248,Wellington,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,891.91
5249,Wellington,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,914.11
5250,Wellington,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,958.73
5251,Wellington,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,955.73
5252,Wellington,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,973.15
5253,Wellington,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,206.08
5254,Wellington,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,222.87
5255,Wellington,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,213.72
5256,Wellington,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,227.56
5257,Wellington,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,215.76
5258,Wellington,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,209.83
5259,Wellington,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,208.36
5260,Wellington,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,203.95
5261,Wellington,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,201.55
5262,Wellington,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,207.93
5263,Wellington,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,212.93
5264,Wellington,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,207.55
5265,Wellington,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,211.38
5266,Wellington,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,692.55
5267,Wellington,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,681.65
5268,Wellington,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,670.7
5269,Wellington,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,651.88
5270,Wellington,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,634.81
5271,Wellington,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,619.33
5272,Wellington,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,605.96
5273,Wellington,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,609.52
5274,Wellington,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,598.13
5275,Wellington,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,620.37
5276,Wellington,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,646.39
5277,Wellington,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,625.22
5278,Wellington,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,622.81
5279,Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,27.19
5280,Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,28.15
5281,Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,27.09
5282,Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,31.19
5283,Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,52.88
5284,Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,34.63
5285,Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,34.99
5286,Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,52.86
5287,Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,35.03
5288,Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,29.6
5289,Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,25.22
5290,Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,29.5
5291,Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,27.56
5292,Wellington,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,312.18
5293,Wellington,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,316.13
5294,Wellington,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,334.34
5295,Wellington,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,338.17
5296,Wellington,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,335.55
